,dataset,scenario,model,f1,f1,accuracy,accuracy,precision,precision,recall,recall,detection_rate,detection_rate,mapping_accuracy,mapping_accuracy,unseen_window_count,train_time_sec,inference_time_sec,state_count,density
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean,mean,mean
86,SKAB_Fold1,Original,Automata_W5_A5,0.3246492985971944,0.0,0.6230425055928411,0.0,0.7714285714285715,0.0,0.20558375634517767,0.0,0.9047619047619048,0.0,0.76,0.0,50.0,0.008831930160522462,0.10012526512145996,95.0,0.015290858725761771
87,SKAB_Fold1,Original,Automata_W5_A6,0.054919908466819226,0.0,0.5380313199105146,0.0,0.27906976744186046,0.0,0.030456852791878174,0.0,0.625,0.0,0.2631578947368421,0.0,19.0,0.009694623947143554,0.046396732330322266,143.0,0.011149689471367793
88,SKAB_Fold1,Original,Automata_W6_A3,0.033816425120772944,0.0,0.46018893387314447,0.0,0.35,0.0,0.017766497461928935,0.0,0.0,0.0,0.0,0.0,7.0,0.007862520217895509,0.01684703826904297,99.0,0.014182226303438425
89,SKAB_Fold1,Original,Automata_W6_A4,0.07582938388625593,0.0,0.47368421052631576,0.0,0.5714285714285714,0.0,0.04060913705583756,0.0,1.0,0.0,0.5,0.0,20.0,0.008146381378173828,0.09754281044006348,121.0,0.010655009903695103
90,SKAB_Fold1,Original,Automata_W6_A5,0.4474708171206226,0.0,0.6167341430499326,0.0,0.9583333333333334,0.0,0.2918781725888325,0.0,0.9574468085106383,0.0,0.9574468085106383,0.0,94.0,0.008695125579833984,0.41568527221679685,128.0,0.0098876953125
91,SKAB_Fold1,Original,Automata_W6_A6,0.13394919168591224,0.0,0.4939271255060729,0.0,0.7435897435897436,0.0,0.07360406091370558,0.0,0.8275862068965518,0.0,0.6666666666666666,0.0,36.0,0.0077570915222167965,0.2695498466491699,198.0,0.006836037139067443
92,SKAB_Fold1,Original,CNN1D,0.034879267666152916,0.05354498010241068,0.6636645962732919,0.00948220053763445,0.3941747572815534,0.5398442397451085,0.01839378238341969,0.0284738480083608,,,,,,6.463206243515015,0.0897672176361084,,
93,SKAB_Fold1,Original,GRU,0.16350462954583164,0.013271257141627968,0.6596716947648624,0.010551873620888904,0.5495602651426754,0.15020780374681222,0.09740932642487046,0.011536863122923242,,,,,,17.948326110839844,0.17075910568237304,,
94,SKAB_Fold1,Original,LSTM,0.029921259842519688,0.06690597098030868,0.6589174800354924,0.0031745419378879313,0.11367521367521367,0.2541855051345915,0.0172279792746114,0.038522932772988606,,,,,,12.7561429977417,0.14830365180969238,,
95,SKAB_Fold1,Unseen,Automata_W3_A3,0.1069182389937107,0.0,0.6210807204803203,0.0,0.85,0.0,0.057046979865771806,0.0,0.0,0.0,0.0,0.0,0.0,0.009182882308959962,0.002629709243774414,17.0,0.11764705882352941
96,SKAB_Fold1,Unseen,Automata_W3_A4,0.06451612903225806,0.0,0.6130753835890593,0.0,0.8333333333333334,0.0,0.03355704697986577,0.0,1.0,0.0,1.0,0.0,3.0,0.009762001037597657,0.003057575225830078,26.0,0.07692307692307693
97,SKAB_Fold1,Unseen,Automata_W3_A5,0.27371273712737126,0.0,0.6424282855236825,0.0,0.7112676056338029,0.0,0.16946308724832215,0.0,0.0,0.0,0.0,0.0,0.0,0.009335708618164063,0.0027711868286132814,34.0,0.05709342560553633
98,SKAB_Fold1,Unseen,Automata_W3_A6,0.06907378335949764,0.0,0.6044029352901935,0.0,0.5365853658536586,0.0,0.03691275167785235,0.0,1.0,0.0,1.0,0.0,3.0,0.00990309715270996,0.0031938076019287108,42.0,0.0481859410430839
99,SKAB_Fold1,Unseen,Automata_W4_A3,0.09069212410501193,0.0,0.6601248884924175,0.0,0.76,0.0,0.048223350253807105,0.0,0.0,0.0,0.0,0.0,0.0,0.00947427749633789,0.002424478530883789,34.0,0.05622837370242215
100,SKAB_Fold1,Unseen,Automata_W4_A4,0.11764705882352941,0.0,0.6654772524531668,0.0,0.8064516129032258,0.0,0.06345177664974619,0.0,1.0,0.0,1.0,0.0,5.0,0.008619117736816406,0.004353094100952149,49.0,0.036234902124114954
101,SKAB_Fold1,Unseen,Automata_W4_A5,0.2788844621513944,0.0,0.6770740410347904,0.0,0.6481481481481481,0.0,0.17766497461928935,0.0,0.0,0.0,0.0,0.0,22.0,0.009679222106933593,0.015883970260620116,63.0,0.027714789619551528
102,SKAB_Fold1,Unseen,Automata_W4_A6,0.06407322654462243,0.0,0.6351471900089206,0.0,0.32558139534883723,0.0,0.03553299492385787,0.0,0.8,0.0,0.8,0.0,5.0,0.008169031143188477,0.005742835998535156,81.0,0.02255753696082914
