accuracy,precision,recall,f1,state_count,density,train_time_sec,inference_time_sec,unseen_window_count,detection_rate,mapping_accuracy,direction,train_dataset,test_dataset,model,window,alphabet,seed
0.35780470420527444,0.3576902512921048,1.0,0.5269099501181412,361,0.003775293314201088,0.0029947757720947266,74.0652449131012,5612,1.0,0.35780470420527444,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W4_A6,4,6,7
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,127,0.012338024676049351,0.0030002593994140625,40.53851771354675,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A3,5,3,7
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,268,0.0048451770995767435,0.0029990673065185547,85.850998878479,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A4,5,4,7
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,355,0.0033802816901408453,0.001998424530029297,115.37063550949097,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A5,5,5,7
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,428,0.002593021224561097,0.0030002593994140625,140.72865056991577,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A6,5,6,7
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,225,0.005728395061728395,0.003002643585205078,106.54377031326294,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A3,6,3,7
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,314,0.003620836545093107,0.002999544143676758,144.78674626350403,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A4,6,4,7
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,375,0.0028017777777777776,0.0030002593994140625,172.15097737312317,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A5,6,5,7
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,393,0.002602800924577045,0.0029697418212890625,181.4432806968689,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A6,6,6,7
0.043795620437956206,0.0,0.0,0.0,17,0.11764705882352941,0.06300091743469238,0.03803133964538574,221,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A3,3,3,999
0.072992700729927,0.0,0.0,0.0,32,0.0615234375,0.0559992790222168,0.07199668884277344,230,0.0,0.06521739130434782,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A4,3,4,999
0.0,0.0,0.0,0.0,41,0.049970255800118976,0.055970191955566406,0.10899519920349121,249,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A5,3,5,999
0.010948905109489052,0.0,0.0,0.0,51,0.03806228373702422,0.0540003776550293,0.13899660110473633,250,0.0,0.008,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A6,3,6,999
0.019704433497536946,0.0,0.0,0.0,36,0.05169753086419753,0.05399894714355469,0.2380673885345459,203,0.0,0.019704433497536946,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A3,4,3,999
0.0,0.0,0.0,0.0,66,0.028236914600550965,0.05300259590148926,0.5160477161407471,203,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A4,4,4,999
0.0049261083743842365,0.0,0.0,0.0,88,0.021177685950413222,0.053002357482910156,0.6440095901489258,203,0.0,0.0049261083743842365,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A5,4,5,999
0.0,0.0,0.0,0.0,102,0.018166089965397925,0.05300188064575195,0.7373979091644287,203,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A6,4,6,999
0.0,0.0,0.0,0.0,68,0.025086505190311418,0.05096840858459473,0.7439992427825928,159,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W5_A3,5,3,999
0.0,0.0,0.0,0.0,121,0.015299501400177584,0.05303239822387695,1.3474066257476807,159,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W5_A4,5,4,999
0.006289308176100629,0.0,0.0,0.0,162,0.01047858558146624,0.052968740463256836,1.9200010299682617,159,0.0,0.006289308176100629,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W5_A5,5,5,999
0.0,0.0,0.0,0.0,195,0.008783694937541092,0.06000328063964844,2.345701217651367,159,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W5_A6,5,6,999
0.0,0.0,0.0,0.0,106,0.014773940904236383,0.05051159858703613,1.6945521831512451,129,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W6_A3,6,3,999
0.0,0.0,0.0,0.0,206,0.007870675841266848,0.05100202560424805,3.325031042098999,129,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W6_A4,6,4,999
0.0,0.0,0.0,0.0,269,0.005707494368513426,0.04996943473815918,4.324354887008667,129,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W6_A5,6,5,999
0.0,0.0,0.0,0.0,300,0.005177777777777778,0.05099940299987793,4.822322845458984,129,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W6_A6,6,6,999
0.6154154421586963,0.48345398138572904,0.3321492007104796,0.3937671088650242,27,0.0877914951989026,0.0029993057250976562,0.014999866485595703,0,0.0,0.0,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W3_A3,3,3,999
0.6239647341704515,0.5,0.08454706927175844,0.14463688848374354,58,0.0469678953626635,0.002000093460083008,0.4220306873321533,456,1.0,0.5087719298245614,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W3_A4,3,4,999
0.3840502270905691,0.37752318603382434,0.983303730017762,0.5455799743766631,105,0.025034013605442176,0.0030312538146972656,0.6272971630096436,381,1.0,0.4120734908136483,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W3_A5,3,5,999
0.6084691423991451,0.47282099343955014,0.358436944937833,0.4077591432612649,166,0.015132820438380027,0.003000974655151367,4.6739983558654785,1873,1.0,0.4858515750133476,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W3_A6,3,6,999
0.3585174625801853,0.35789473684210527,0.9995017438963627,0.5270625328428796,71,0.02638365403689744,0.003000497817993164,12.447293043136597,4640,1.0,0.4084051724137931,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W4_A3,4,3,999
0.35780470420527444,0.3576902512921048,1.0,0.5269099501181412,153,0.01114955786236063,0.0030007362365722656,32.26924228668213,5612,1.0,0.35780470420527444,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W4_A4,4,4,999
0.3576265146115467,0.3576265146115467,1.0,0.5268407927549548,259,0.005784052116098448,0.002991914749145508,52.64348602294922,5612,1.0,0.3576265146115467,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W4_A5,4,5,999
0.35780470420527444,0.3576902512921048,1.0,0.5269099501181412,361,0.003775293314201088,0.0030014514923095703,73.91923379898071,5612,1.0,0.35780470420527444,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W4_A6,4,6,999
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,127,0.012338024676049351,0.0020055770874023438,40.49269986152649,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A3,5,3,999
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,268,0.0048451770995767435,0.0030007362365722656,85.88985586166382,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A4,5,4,999
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,355,0.0033802816901408453,0.0029990673065185547,113.70203304290771,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A5,5,5,999
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,428,0.002593021224561097,0.0030012130737304688,165.05883312225342,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A6,5,6,999
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,225,0.005728395061728395,0.002994537353515625,105.34043765068054,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A3,6,3,999
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,314,0.003620836545093107,0.0030024051666259766,128.4915053844452,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A4,6,4,999
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,375,0.0028017777777777776,0.001993417739868164,136.85082030296326,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A5,6,5,999
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,393,0.002602800924577045,0.002991914749145508,187.39570903778076,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A6,6,6,999
