accuracy,precision,recall,f1,state_count,density,train_time_sec,inference_time_sec,unseen_window_count,detection_rate,mapping_accuracy,direction,train_dataset,test_dataset,model,window,alphabet,seed
0.35934016941596075,0.35934016941596075,1.0,0.52869793374877,428,0.002593021224561097,0.0019927024841308594,88.83085083961487,4486,1.0,0.35934016941596075,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W5_A6,5,6,42
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,225,0.005728395061728395,0.0009996891021728516,67.54773116111755,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A3,6,3,42
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,314,0.003620836545093107,0.0009999275207519531,89.79067540168762,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A4,6,4,42
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,375,0.0028017777777777776,0.0019876956939697266,104.34488081932068,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A5,6,5,42
0.3684069611780455,0.3684069611780455,1.0,0.5384464879671297,393,0.002602800924577045,0.0020008087158203125,112.14522171020508,3735,1.0,0.3684069611780455,BATADAL_to_SKAB,BATADAL,SKAB,Automata_W6_A6,6,6,42
0.043795620437956206,0.0,0.0,0.0,17,0.11764705882352941,0.0310821533203125,0.02090311050415039,221,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A3,3,3,123
0.072992700729927,0.0,0.0,0.0,32,0.0615234375,0.03391861915588379,0.042984724044799805,230,0.0,0.06521739130434782,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A4,3,4,123
0.0,0.0,0.0,0.0,41,0.049970255800118976,0.03310418128967285,0.06643176078796387,249,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A5,3,5,123
0.010948905109489052,0.0,0.0,0.0,51,0.03806228373702422,0.03388857841491699,0.08901166915893555,250,0.0,0.008,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W3_A6,3,6,123
0.019704433497536946,0.0,0.0,0.0,36,0.05169753086419753,0.0319974422454834,0.13643622398376465,203,0.0,0.019704433497536946,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A3,4,3,123
0.0,0.0,0.0,0.0,66,0.028236914600550965,0.029999971389770508,0.2771127223968506,203,0.0,0.0,SKAB_to_BATADAL,SKAB,BATADAL,Automata_W4_A4,4,4,123
