accuracy,precision,recall,f1,train_time_sec,inference_time_sec,dataset,scenario,model,seed,state_count,density,unseen_window_count,detection_rate,mapping_accuracy,window,alphabet
0.6581291759465479,0.0,0.0,0.0,7.888197898864746,0.1110081672668457,SKAB_Fold2,Unseen,CNN1D,123,,,,,,,
0.5445411922304085,0.0,0.0,0.0,0.010102510452270508,0.0027666091918945312,SKAB_Fold2,Unseen,Automata_W3_A3,123,17.0,0.11764705882352941,0.0,0.0,0.0,3.0,3.0
0.5867381111855325,0.35294117647058826,0.05067567567567568,0.08862629246676514,0.010270357131958008,0.0033864974975585938,SKAB_Fold2,Unseen,Automata_W3_A4,123,25.0,0.08,4.0,0.0,0.25,3.0,4.0
0.5840589417280643,0.29577464788732394,0.03547297297297297,0.06334841628959276,0.010160684585571289,0.0027747154235839844,SKAB_Fold2,Unseen,Automata_W3_A5,123,31.0,0.061394380853277836,0.0,0.0,0.0,3.0,5.0
0.5833891493636972,0.25806451612903225,0.02702702702702703,0.04892966360856269,0.010269880294799805,0.0027687549591064453,SKAB_Fold2,Unseen,Automata_W3_A6,123,40.0,0.05125,0.0,0.0,0.0,3.0,6.0
0.6723366159355416,0.24615384615384617,0.04804804804804805,0.08040201005025126,0.009215354919433594,0.002516031265258789,SKAB_Fold2,Unseen,Automata_W4_A3,123,34.0,0.050173010380622836,0.0,0.0,0.0,4.0,3.0
0.6965085049239033,0.44,0.06606606606606606,0.11488250652741515,0.009150981903076172,0.0051250457763671875,SKAB_Fold2,Unseen,Automata_W4_A4,123,52.0,0.03550295857988166,5.0,0.0,0.0,4.0,4.0
0.6741271262309758,0.2459016393442623,0.04504504504504504,0.07614213197969544,0.009296417236328125,0.00711369514465332,SKAB_Fold2,Unseen,Automata_W4_A5,123,59.0,0.030163746049985635,6.0,0.0,0.16666666666666666,4.0,5.0
0.7009847806624888,0.49230769230769234,0.0960960960960961,0.16080402010050251,0.009607076644897461,0.010755538940429688,SKAB_Fold2,Unseen,Automata_W4_A6,123,81.0,0.022252705380277397,10.0,1.0,0.5,4.0,6.0
0.6235955056179775,0.48148148148148145,0.07807807807807808,0.1343669250645995,0.008757591247558594,0.011767864227294922,SKAB_Fold2,Unseen,Automata_W5_A3,123,48.0,0.029513888888888888,18.0,1.0,0.6666666666666666,5.0,3.0
0.6573033707865169,0.7692307692307693,0.12012012012012012,0.2077922077922078,0.009134054183959961,0.030916213989257812,SKAB_Fold2,Unseen,Automata_W5_A4,123,97.0,0.016686151557019874,18.0,1.0,0.6666666666666666,5.0,4.0
0.6943820224719102,0.7961165048543689,0.24624624624624625,0.3761467889908257,0.009089469909667969,0.09722661972045898,SKAB_Fold2,Unseen,Automata_W5_A5,123,103.0,0.015270053727966821,61.0,0.9130434782608695,0.7049180327868853,5.0,5.0
0.6269662921348315,0.5087719298245614,0.08708708708708708,0.14871794871794872,0.008988142013549805,0.055072784423828125,SKAB_Fold2,Unseen,Automata_W5_A6,123,137.0,0.010975544781288295,26.0,1.0,0.5769230769230769,5.0,6.0
0.5948509485094851,0.8863636363636364,0.11711711711711711,0.20689655172413793,0.00856781005859375,0.02445816993713379,SKAB_Fold2,Unseen,Automata_W6_A3,123,68.0,0.018598615916955018,14.0,1.0,1.0,6.0,3.0
0.6314363143631436,0.8961038961038961,0.2072072072072072,0.33658536585365856,0.008807182312011719,0.10999703407287598,SKAB_Fold2,Unseen,Automata_W6_A4,123,134.0,0.010637112942748942,30.0,1.0,0.7333333333333333,6.0,4.0
